question_id,origin,type,prompt,correct_answer,correct_answer_latin,correct_answer_german,distractors,concept_ids,source_relation_id,relation_type,direction,evidence_status,quiz_eligible,status,generation_rule,explanation
term_artery_femoral_en_la,canonical_terminology,typing,Give the Latin anatomical term for femoral artery.,arteria femoralis,arteria femoralis,Oberschenkelarterie,,artery_femoral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_femoral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria femoralis?,femoral artery,arteria femoralis,Oberschenkelarterie,,artery_femoral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_fibular_en_de,canonical_terminology,typing,Give the German anatomical term for fibular artery.,Wadenbeinarterie,arteria fibularis,Wadenbeinarterie,,artery_fibular,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_fibular_en_la,canonical_terminology,typing,Give the Latin anatomical term for fibular artery.,arteria fibularis,arteria fibularis,Wadenbeinarterie,,artery_fibular,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_fibular_la_en,canonical_terminology,typing,What is the English anatomical name of arteria fibularis?,fibular artery,arteria fibularis,Wadenbeinarterie,,artery_fibular,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_gastroduodenal_en_de,canonical_terminology,typing,Give the German anatomical term for gastroduodenal artery.,Magen-Zwölffingerdarm-Arterie,arteria gastroduodenalis,Magen-Zwölffingerdarm-Arterie,,artery_gastroduodenal,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_gastroduodenal_en_la,canonical_terminology,typing,Give the Latin anatomical term for gastroduodenal artery.,arteria gastroduodenalis,arteria gastroduodenalis,Magen-Zwölffingerdarm-Arterie,,artery_gastroduodenal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_gastroduodenal_la_en,canonical_terminology,typing,What is the English anatomical name of arteria gastroduodenalis?,gastroduodenal artery,arteria gastroduodenalis,Magen-Zwölffingerdarm-Arterie,,artery_gastroduodenal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_gonadal_en_de,canonical_terminology,typing,Give the German anatomical term for gonadal artery.,Keimdrüsenarterie,arteria testicularis/ovarica,Keimdrüsenarterie,,artery_gonadal,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_gonadal_en_la,canonical_terminology,typing,Give the Latin anatomical term for gonadal artery.,arteria testicularis/ovarica,arteria testicularis/ovarica,Keimdrüsenarterie,,artery_gonadal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_gonadal_la_en,canonical_terminology,typing,What is the English anatomical name of arteria testicularis/ovarica?,gonadal artery,arteria testicularis/ovarica,Keimdrüsenarterie,,artery_gonadal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_inferior_gluteal_en_de,canonical_terminology,typing,Give the German anatomical term for inferior gluteal artery.,untere Gesäßarterie,arteria glutea inferior,untere Gesäßarterie,,artery_inferior_gluteal,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_inferior_gluteal_en_la,canonical_terminology,typing,Give the Latin anatomical term for inferior gluteal artery.,arteria glutea inferior,arteria glutea inferior,untere Gesäßarterie,,artery_inferior_gluteal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_inferior_gluteal_la_en,canonical_terminology,typing,What is the English anatomical name of arteria glutea inferior?,inferior gluteal artery,arteria glutea inferior,untere Gesäßarterie,,artery_inferior_gluteal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_inferior_mesenteric_en_de,canonical_terminology,typing,Give the German anatomical term for inferior mesenteric artery.,untere Mesenterialarterie,arteria mesenterica inferior,untere Mesenterialarterie,,artery_inferior_mesenteric,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_inferior_mesenteric_en_la,canonical_terminology,typing,Give the Latin anatomical term for inferior mesenteric artery.,arteria mesenterica inferior,arteria mesenterica inferior,untere Mesenterialarterie,,artery_inferior_mesenteric,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_inferior_mesenteric_la_en,canonical_terminology,typing,What is the English anatomical name of arteria mesenterica inferior?,inferior mesenteric artery,arteria mesenterica inferior,untere Mesenterialarterie,,artery_inferior_mesenteric,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_inferior_thyroid_en_de,canonical_terminology,typing,Give the German anatomical term for inferior thyroid artery.,untere Schilddrüsenarterie,arteria thyroidea inferior,untere Schilddrüsenarterie,,artery_inferior_thyroid,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_inferior_thyroid_en_la,canonical_terminology,typing,Give the Latin anatomical term for inferior thyroid artery.,arteria thyroidea inferior,arteria thyroidea inferior,untere Schilddrüsenarterie,,artery_inferior_thyroid,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_inferior_thyroid_la_en,canonical_terminology,typing,What is the English anatomical name of arteria thyroidea inferior?,inferior thyroid artery,arteria thyroidea inferior,untere Schilddrüsenarterie,,artery_inferior_thyroid,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_intercostal_anterior_en_de,canonical_terminology,typing,Give the German anatomical term for anterior intercostal arteries.,vordere Zwischenrippenarterien,arteriae intercostales anteriores,vordere Zwischenrippenarterien,,artery_intercostal_anterior,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_intercostal_anterior_en_la,canonical_terminology,typing,Give the Latin anatomical term for anterior intercostal arteries.,arteriae intercostales anteriores,arteriae intercostales anteriores,vordere Zwischenrippenarterien,,artery_intercostal_anterior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_intercostal_anterior_la_en,canonical_terminology,typing,What is the English anatomical name of arteriae intercostales anteriores?,anterior intercostal arteries,arteriae intercostales anteriores,vordere Zwischenrippenarterien,,artery_intercostal_anterior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_intercostal_posterior_en_de,canonical_terminology,typing,Give the German anatomical term for posterior intercostal arteries.,hintere Zwischenrippenarterien,arteriae intercostales posteriores,hintere Zwischenrippenarterien,,artery_intercostal_posterior,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_intercostal_posterior_en_la,canonical_terminology,typing,Give the Latin anatomical term for posterior intercostal arteries.,arteriae intercostales posteriores,arteriae intercostales posteriores,hintere Zwischenrippenarterien,,artery_intercostal_posterior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_intercostal_posterior_la_en,canonical_terminology,typing,What is the English anatomical name of arteriae intercostales posteriores?,posterior intercostal arteries,arteriae intercostales posteriores,hintere Zwischenrippenarterien,,artery_intercostal_posterior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_internal_carotid_en_de,canonical_terminology,typing,Give the German anatomical term for internal carotid artery.,innere Halsschlagader,arteria carotis interna,innere Halsschlagader,,artery_internal_carotid,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_internal_carotid_en_la,canonical_terminology,typing,Give the Latin anatomical term for internal carotid artery.,arteria carotis interna,arteria carotis interna,innere Halsschlagader,,artery_internal_carotid,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_internal_carotid_la_en,canonical_terminology,typing,What is the English anatomical name of arteria carotis interna?,internal carotid artery,arteria carotis interna,innere Halsschlagader,,artery_internal_carotid,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_internal_iliac_en_de,canonical_terminology,typing,Give the German anatomical term for internal iliac artery.,innere Darmbeinarterie,arteria iliaca interna,innere Darmbeinarterie,,artery_internal_iliac,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_internal_iliac_en_la,canonical_terminology,typing,Give the Latin anatomical term for internal iliac artery.,arteria iliaca interna,arteria iliaca interna,innere Darmbeinarterie,,artery_internal_iliac,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_internal_iliac_la_en,canonical_terminology,typing,What is the English anatomical name of arteria iliaca interna?,internal iliac artery,arteria iliaca interna,innere Darmbeinarterie,,artery_internal_iliac,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_internal_thoracic_en_de,canonical_terminology,typing,Give the German anatomical term for internal thoracic artery.,innere Brustkorbarterie,arteria thoracica interna,innere Brustkorbarterie,,artery_internal_thoracic,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_internal_thoracic_en_la,canonical_terminology,typing,Give the Latin anatomical term for internal thoracic artery.,arteria thoracica interna,arteria thoracica interna,innere Brustkorbarterie,,artery_internal_thoracic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_internal_thoracic_la_en,canonical_terminology,typing,What is the English anatomical name of arteria thoracica interna?,internal thoracic artery,arteria thoracica interna,innere Brustkorbarterie,,artery_internal_thoracic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_lateral_circumflex_femoral_en_de,canonical_terminology,typing,Give the German anatomical term for lateral circumflex femoral artery.,laterale Oberschenkelumgehungsarterie,arteria circumflexa femoris lateralis,laterale Oberschenkelumgehungsarterie,,artery_lateral_circumflex_femoral,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_lateral_circumflex_femoral_en_la,canonical_terminology,typing,Give the Latin anatomical term for lateral circumflex femoral artery.,arteria circumflexa femoris lateralis,arteria circumflexa femoris lateralis,laterale Oberschenkelumgehungsarterie,,artery_lateral_circumflex_femoral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_lateral_circumflex_femoral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria circumflexa femoris lateralis?,lateral circumflex femoral artery,arteria circumflexa femoris lateralis,laterale Oberschenkelumgehungsarterie,,artery_lateral_circumflex_femoral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_left_coronary_en_de,canonical_terminology,typing,Give the German anatomical term for left coronary artery.,linke Herzkranzarterie,arteria coronaria sinistra,linke Herzkranzarterie,,artery_left_coronary,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_left_coronary_en_la,canonical_terminology,typing,Give the Latin anatomical term for left coronary artery.,arteria coronaria sinistra,arteria coronaria sinistra,linke Herzkranzarterie,,artery_left_coronary,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_left_coronary_la_en,canonical_terminology,typing,What is the English anatomical name of arteria coronaria sinistra?,left coronary artery,arteria coronaria sinistra,linke Herzkranzarterie,,artery_left_coronary,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_left_gastric_en_de,canonical_terminology,typing,Give the German anatomical term for left gastric artery.,linke Magenarterie,arteria gastrica sinistra,linke Magenarterie,,artery_left_gastric,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_left_gastric_en_la,canonical_terminology,typing,Give the Latin anatomical term for left gastric artery.,arteria gastrica sinistra,arteria gastrica sinistra,linke Magenarterie,,artery_left_gastric,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_left_gastric_la_en,canonical_terminology,typing,What is the English anatomical name of arteria gastrica sinistra?,left gastric artery,arteria gastrica sinistra,linke Magenarterie,,artery_left_gastric,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_lingual_en_de,canonical_terminology,typing,Give the German anatomical term for lingual artery.,Zungenarterie,arteria lingualis,Zungenarterie,,artery_lingual,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_lingual_en_la,canonical_terminology,typing,Give the Latin anatomical term for lingual artery.,arteria lingualis,arteria lingualis,Zungenarterie,,artery_lingual,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_lingual_la_en,canonical_terminology,typing,What is the English anatomical name of arteria lingualis?,lingual artery,arteria lingualis,Zungenarterie,,artery_lingual,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_lumbar_en_de,canonical_terminology,typing,Give the German anatomical term for lumbar arteries.,Lumbalarterien,arteriae lumbales,Lumbalarterien,,artery_lumbar,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_lumbar_en_la,canonical_terminology,typing,Give the Latin anatomical term for lumbar arteries.,arteriae lumbales,arteriae lumbales,Lumbalarterien,,artery_lumbar,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_lumbar_la_en,canonical_terminology,typing,What is the English anatomical name of arteriae lumbales?,lumbar arteries,arteriae lumbales,Lumbalarterien,,artery_lumbar,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_maxillary_en_de,canonical_terminology,typing,Give the German anatomical term for maxillary artery.,Oberkieferarterie,arteria maxillaris,Oberkieferarterie,,artery_maxillary,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_maxillary_en_la,canonical_terminology,typing,Give the Latin anatomical term for maxillary artery.,arteria maxillaris,arteria maxillaris,Oberkieferarterie,,artery_maxillary,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_maxillary_la_en,canonical_terminology,typing,What is the English anatomical name of arteria maxillaris?,maxillary artery,arteria maxillaris,Oberkieferarterie,,artery_maxillary,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_medial_circumflex_femoral_en_de,canonical_terminology,typing,Give the German anatomical term for medial circumflex femoral artery.,mediale Oberschenkelumgehungsarterie,arteria circumflexa femoris medialis,mediale Oberschenkelumgehungsarterie,,artery_medial_circumflex_femoral,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_medial_circumflex_femoral_en_la,canonical_terminology,typing,Give the Latin anatomical term for medial circumflex femoral artery.,arteria circumflexa femoris medialis,arteria circumflexa femoris medialis,mediale Oberschenkelumgehungsarterie,,artery_medial_circumflex_femoral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_medial_circumflex_femoral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria circumflexa femoris medialis?,medial circumflex femoral artery,arteria circumflexa femoris medialis,mediale Oberschenkelumgehungsarterie,,artery_medial_circumflex_femoral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_metatarsal_plantar_en_de,canonical_terminology,typing,Give the German anatomical term for plantar metatarsal arteries.,plantare Mittelfußarterien,arteriae metatarsales plantares,plantare Mittelfußarterien,,artery_metatarsal_plantar,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_metatarsal_plantar_en_la,canonical_terminology,typing,Give the Latin anatomical term for plantar metatarsal arteries.,arteriae metatarsales plantares,arteriae metatarsales plantares,plantare Mittelfußarterien,,artery_metatarsal_plantar,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_metatarsal_plantar_la_en,canonical_terminology,typing,What is the English anatomical name of arteriae metatarsales plantares?,plantar metatarsal arteries,arteriae metatarsales plantares,plantare Mittelfußarterien,,artery_metatarsal_plantar,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_middle_cerebral_en_de,canonical_terminology,typing,Give the German anatomical term for middle cerebral artery.,mittlere Hirnarterie,arteria cerebri media,mittlere Hirnarterie,,artery_middle_cerebral,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_middle_cerebral_en_la,canonical_terminology,typing,Give the Latin anatomical term for middle cerebral artery.,arteria cerebri media,arteria cerebri media,mittlere Hirnarterie,,artery_middle_cerebral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_middle_cerebral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria cerebri media?,middle cerebral artery,arteria cerebri media,mittlere Hirnarterie,,artery_middle_cerebral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_middle_meningeal_en_de,canonical_terminology,typing,Give the German anatomical term for middle meningeal artery.,mittlere Hirnhautarterie,arteria meningea media,mittlere Hirnhautarterie,,artery_middle_meningeal,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_middle_meningeal_en_la,canonical_terminology,typing,Give the Latin anatomical term for middle meningeal artery.,arteria meningea media,arteria meningea media,mittlere Hirnhautarterie,,artery_middle_meningeal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_middle_meningeal_la_en,canonical_terminology,typing,What is the English anatomical name of arteria meningea media?,middle meningeal artery,arteria meningea media,mittlere Hirnhautarterie,,artery_middle_meningeal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_obturator_en_de,canonical_terminology,typing,Give the German anatomical term for obturator artery.,Obturatorarterie,arteria obturatoria,Obturatorarterie,,artery_obturator,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_obturator_en_la,canonical_terminology,typing,Give the Latin anatomical term for obturator artery.,arteria obturatoria,arteria obturatoria,Obturatorarterie,,artery_obturator,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_obturator_la_en,canonical_terminology,typing,What is the English anatomical name of arteria obturatoria?,obturator artery,arteria obturatoria,Obturatorarterie,,artery_obturator,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_occipital_en_de,canonical_terminology,typing,Give the German anatomical term for occipital artery.,Hinterhauptarterie,arteria occipitalis,Hinterhauptarterie,,artery_occipital,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_occipital_en_la,canonical_terminology,typing,Give the Latin anatomical term for occipital artery.,arteria occipitalis,arteria occipitalis,Hinterhauptarterie,,artery_occipital,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_occipital_la_en,canonical_terminology,typing,What is the English anatomical name of arteria occipitalis?,occipital artery,arteria occipitalis,Hinterhauptarterie,,artery_occipital,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_ophthalmic_en_de,canonical_terminology,typing,Give the German anatomical term for ophthalmic artery.,Augenarterie,arteria ophthalmica,Augenarterie,,artery_ophthalmic,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_ophthalmic_en_la,canonical_terminology,typing,Give the Latin anatomical term for ophthalmic artery.,arteria ophthalmica,arteria ophthalmica,Augenarterie,,artery_ophthalmic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_ophthalmic_la_en,canonical_terminology,typing,What is the English anatomical name of arteria ophthalmica?,ophthalmic artery,arteria ophthalmica,Augenarterie,,artery_ophthalmic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_plantar_lateral_en_de,canonical_terminology,typing,Give the German anatomical term for lateral plantar artery.,laterale Plantararterie,arteria plantaris lateralis,laterale Plantararterie,,artery_plantar_lateral,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_plantar_lateral_en_la,canonical_terminology,typing,Give the Latin anatomical term for lateral plantar artery.,arteria plantaris lateralis,arteria plantaris lateralis,laterale Plantararterie,,artery_plantar_lateral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_plantar_lateral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria plantaris lateralis?,lateral plantar artery,arteria plantaris lateralis,laterale Plantararterie,,artery_plantar_lateral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_plantar_medial_en_de,canonical_terminology,typing,Give the German anatomical term for medial plantar artery.,mediale Plantararterie,arteria plantaris medialis,mediale Plantararterie,,artery_plantar_medial,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_plantar_medial_en_la,canonical_terminology,typing,Give the Latin anatomical term for medial plantar artery.,arteria plantaris medialis,arteria plantaris medialis,mediale Plantararterie,,artery_plantar_medial,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_plantar_medial_la_en,canonical_terminology,typing,What is the English anatomical name of arteria plantaris medialis?,medial plantar artery,arteria plantaris medialis,mediale Plantararterie,,artery_plantar_medial,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_popliteal_en_de,canonical_terminology,typing,Give the German anatomical term for popliteal artery.,Kniekehlenarterie,arteria poplitea,Kniekehlenarterie,,artery_popliteal,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_popliteal_en_la,canonical_terminology,typing,Give the Latin anatomical term for popliteal artery.,arteria poplitea,arteria poplitea,Kniekehlenarterie,,artery_popliteal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_popliteal_la_en,canonical_terminology,typing,What is the English anatomical name of arteria poplitea?,popliteal artery,arteria poplitea,Kniekehlenarterie,,artery_popliteal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_posterior_auricular_en_de,canonical_terminology,typing,Give the German anatomical term for posterior auricular artery.,hintere Ohrarterie,arteria auricularis posterior,hintere Ohrarterie,,artery_posterior_auricular,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_posterior_auricular_en_la,canonical_terminology,typing,Give the Latin anatomical term for posterior auricular artery.,arteria auricularis posterior,arteria auricularis posterior,hintere Ohrarterie,,artery_posterior_auricular,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_posterior_auricular_la_en,canonical_terminology,typing,What is the English anatomical name of arteria auricularis posterior?,posterior auricular artery,arteria auricularis posterior,hintere Ohrarterie,,artery_posterior_auricular,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_posterior_cerebral_en_de,canonical_terminology,typing,Give the German anatomical term for posterior cerebral artery.,hintere Hirnarterie,arteria cerebri posterior,hintere Hirnarterie,,artery_posterior_cerebral,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_posterior_cerebral_en_la,canonical_terminology,typing,Give the Latin anatomical term for posterior cerebral artery.,arteria cerebri posterior,arteria cerebri posterior,hintere Hirnarterie,,artery_posterior_cerebral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_posterior_cerebral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria cerebri posterior?,posterior cerebral artery,arteria cerebri posterior,hintere Hirnarterie,,artery_posterior_cerebral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_posterior_circumflex_humeral_en_de,canonical_terminology,typing,Give the German anatomical term for posterior circumflex humeral artery.,hintere Oberarmumgehungsarterie,arteria circumflexa humeri posterior,hintere Oberarmumgehungsarterie,,artery_posterior_circumflex_humeral,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_posterior_circumflex_humeral_en_la,canonical_terminology,typing,Give the Latin anatomical term for posterior circumflex humeral artery.,arteria circumflexa humeri posterior,arteria circumflexa humeri posterior,hintere Oberarmumgehungsarterie,,artery_posterior_circumflex_humeral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_posterior_circumflex_humeral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria circumflexa humeri posterior?,posterior circumflex humeral artery,arteria circumflexa humeri posterior,hintere Oberarmumgehungsarterie,,artery_posterior_circumflex_humeral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_posterior_communicating_en_de,canonical_terminology,typing,Give the German anatomical term for posterior communicating artery.,hintere Verbindungsarterie,arteria communicans posterior,hintere Verbindungsarterie,,artery_posterior_communicating,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_posterior_communicating_en_la,canonical_terminology,typing,Give the Latin anatomical term for posterior communicating artery.,arteria communicans posterior,arteria communicans posterior,hintere Verbindungsarterie,,artery_posterior_communicating,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_posterior_communicating_la_en,canonical_terminology,typing,What is the English anatomical name of arteria communicans posterior?,posterior communicating artery,arteria communicans posterior,hintere Verbindungsarterie,,artery_posterior_communicating,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_posterior_tibial_en_de,canonical_terminology,typing,Give the German anatomical term for posterior tibial artery.,hintere Schienbeinarterie,arteria tibialis posterior,hintere Schienbeinarterie,,artery_posterior_tibial,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_posterior_tibial_en_la,canonical_terminology,typing,Give the Latin anatomical term for posterior tibial artery.,arteria tibialis posterior,arteria tibialis posterior,hintere Schienbeinarterie,,artery_posterior_tibial,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_posterior_tibial_la_en,canonical_terminology,typing,What is the English anatomical name of arteria tibialis posterior?,posterior tibial artery,arteria tibialis posterior,hintere Schienbeinarterie,,artery_posterior_tibial,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_profunda_brachii_en_de,canonical_terminology,typing,Give the German anatomical term for deep artery of arm.,tiefe Oberarmarterie,arteria profunda brachii,tiefe Oberarmarterie,,artery_profunda_brachii,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_profunda_brachii_en_la,canonical_terminology,typing,Give the Latin anatomical term for deep artery of arm.,arteria profunda brachii,arteria profunda brachii,tiefe Oberarmarterie,,artery_profunda_brachii,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_profunda_brachii_la_en,canonical_terminology,typing,What is the English anatomical name of arteria profunda brachii?,deep artery of arm,arteria profunda brachii,tiefe Oberarmarterie,,artery_profunda_brachii,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_proper_hepatic_en_de,canonical_terminology,typing,Give the German anatomical term for proper hepatic artery.,eigentliche Leberarterie,arteria hepatica propria,eigentliche Leberarterie,,artery_proper_hepatic,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_proper_hepatic_en_la,canonical_terminology,typing,Give the Latin anatomical term for proper hepatic artery.,arteria hepatica propria,arteria hepatica propria,eigentliche Leberarterie,,artery_proper_hepatic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
