id,statement_en,statement_sk,true_or_false,reasoning_en,reasoning_sk
id_0720,heart functionally represents two simultaneously working pumps,,TRUE,,
id_0721,heart represent only one pump with 2 outputs (systemic and pulmonary) – 1 ventricle,,FALSE,Incorrect because the heart has two separate ventricles functioning as two pumps.,
id_0722,in healthy adults at rest systolic (stroke) volume (SV) is approx. 70 ml,,TRUE,,
id_0723,systolic (stroke) volumes of left and right ventricles are essentially the same,,TRUE,,
id_0724,systolic (stroke) volume (SV) of left ventricle is higher than SV of right ventricle,,FALSE,Incorrect because both ventricles eject equal stroke volumes under normal conditions.,
id_0725,systolic (stroke) volume (SV) of right ventricle is higher than SV of left ventricle,,FALSE,Incorrect because both ventricles pump equal volumes in steady state.,
id_0726,diastolic (end -diastolic) volume of heart is smaller than its systolic volume (SV),,FALSE,Incorrect because end-diastolic volume is larger than stroke volume.,
id_0727,diastolic (end -diastolic) volume of ventricle is higher than its systolic volume,,TRUE,,
id_0728,end-systolic volume of ventricles is practically zero,,FALSE,Incorrect because ventricles are not completely emptied during systole.,
id_0729,end-systolic volume of ventricles is not zero (ventricles are not com pletely empty at the end of systole),,TRUE,,
id_0730,minute heart volume (MV) = diastolic volume ( DV) xheart rate (the number of pulses per minute or frequency of heart / min),,FALSE,Incorrect because cardiac output equals stroke volume multiplied by heart rate.,
id_0731,minute heart volume (MV) = systolic (stroke) volume (SV) xheart rate (the number of pulses per minute or frequency of heart / min),,TRUE,,
id_0732,minute heart volume (MV) = systolic (stroke) volume (SV) xrespiratory rate (the number of breaths per minute),,FALSE,"Incorrect because cardiac output depends on heart rate, not respiratory rate.",
id_0733,"right heart is filled during diastole, left heart during the time between diastole and systole",,FALSE,Incorrect because both ventricles fill during diastole.,
id_0734,"left heart is filled during diastole, right heart during the time between diastole and systole",,FALSE,Incorrect because both sides fill simultaneously during diastole.,
id_0735,the wall of the right ventricle is about thr ee times thicker than the wall of the left ventricle,,FALSE,Incorrect because left ventricle wall is thicker.,
id_0736,the wall of the right ventricle is about three times thinner than the wall of the left ventricle,,TRUE,,
id_0737,the wall of the left ventricle is about three times thicker than the wall of the right ventricle,,TRUE,,
id_0738,heart in healthy adult pumps approx. 5 litre of blood per minute at rest through the system ic circulation,,TRUE,,
id_0739,heart in heal thy adult pumps approx. 5 litre of blood per minute at rest through the pulmonary circulation,,TRUE,,
id_0740,flow rate through pulmonary circulation is higher than flow rate through systemic circulation,,FALSE,Incorrect because both circulations have equal flow rates in steady state.,
id_0741,flow rate through pulmonary circulation is lower than flow rate through systemic circulation,,FALSE,Incorrect because both circulations pump the same volume per minute.,
id_0742,flow rates through pulmonary and systemic circulation are practically equal,,TRUE,,
id_0743,trained heart (e.g. in sportsmen) beats at rest faster and at lower systolic volume – it is more efficient than non -trained heart,,FALSE,Incorrect because trained hearts beat slower and eject larger stroke volumes.,
id_0744,trained heart beats at rest slower and at higher systolic volume – it is more efficient than non-trained heart,,TRUE,,
id_0745,contraction of heart myocardium requires instant increase of potasium concentration within the sarcoplasm,,FALSE,Incorrect because contraction requires increased intracellular calcium.,
id_0746,contraction of heart myocardium requires instant increase of sodium concentration within the sarcoplasm,,FALSE,Incorrect because sodium influx triggers depolarization but calcium rise triggers contraction.,
id_0747,contraction of heart myocardium requires instant increase of calcium concentration within the sarcoplasm,,TRUE,,
id_0748,"during systole, right ventricle works several fold harder than left ventricle",,FALSE,Incorrect because left ventricle works against much higher systemic pressure.,
id_0749,"during systole, left ventricle works several fold harder than right ventricle",,TRUE,,
id_0750,pressure gradient of large bloodstream (systemic circulation) is approx . 100 kPa,,FALSE,"Incorrect because systemic pressure gradient is about 100 mmHg (≈13 kPa), not 100 kPa.",
id_0751,pressure gradient in the pulmonary circulation is approx. 30 kPa (4 mm Hg),,FALSE,"Incorrect because pulmonary gradient is about 15–20 mmHg (≈2–3 kPa), and 30 kPa is far too high.",
id_0752,pressure gradient of large bloodstream (systemic circulation) is approx. 100 torr,,TRUE,,
id_0753,pressure gradient of large bloodstream (systemic circulation) is approx. 15 kPa,,TRUE,,
id_0754,pressure gradient of large bloodstream (systemic circulation) is approx. 15 torr,,FALSE,Incorrect because 15 torr (~2 kPa) is far below systemic arterial pressure.,
id_0755,pressure gradient in the pulmonary circulation is approx. 4 kPa,,TRUE,,
id_0756,pressure gradient in the pulmonary circulation is approx. 30 torr,,TRUE,,
id_0757,typical value of systolic blood pressure within the right ventricle is about 4.6 kPa,,TRUE,,
id_0758,typical value of systolic blood pressure within the right ventricle is about 4.6 torr,,FALSE,"Incorrect because right ventricular systolic pressure is about 25 mmHg (~4.6 kPa), not 4.6 torr.",
id_0759,typical values of systolic blood pressure within heart atria are almost as high as those in ventricles,,FALSE,Incorrect because atrial pressures are much lower than ventricular pressures.,
id_0760,typical values of diastolic pressure within heart ventricles are approx. 0 kPa,,TRUE,,
id_0761,typical values of diastolic pressure within heart ventricles are approx. 0 torr,,TRUE,,
id_0762,typical values of diastolic pressure within heart atria are negative,,FALSE,Incorrect because atrial pressures are usually slightly positive relative to atmospheric pressure.,
id_0763,"typical values of diastolic pressure within the left atrium are slightly positive, in the right atrium they are slightly negative",,TRUE,,
id_0764,typical values of syst olic blood pressure within the left ventricle (and in the aorta) are about 16 mm Hg (16 torr),,FALSE,"Incorrect because normal systolic pressure is about 120 mmHg (~16 kPa), not 16 mmHg.",
id_0765,typical values of systolic blood pressure within the left ventricle (and in the aorta) are about 16 kPa,,TRUE,,
id_0766,negative pressure is measured (comparing with atmosphe ric pressure) within both heart ventricles of healthy adult sduring the diastole,,FALSE,Incorrect because ventricular diastolic pressure is near zero but not negative relative to atmosphere.,
id_0767,negative pressure is measured (comparing with atmospheric pressure) within both heart atria of healthy adult sduring the diastole,,FALSE,Incorrect because atrial pressure is slightly positive under normal conditions.,
id_0768,mean blood pressure can be calculated as the value of diastolic pressure plus one third of the pulse pressure (pressure amplitude),,TRUE,,
id_0769,mean blood pressure is higher than the arithmetic average of systolic and diastolic pressures,,FALSE,Incorrect because mean arterial pressure is slightly lower than the arithmetic average.,
id_0770,mean blood pressure is lower than the arithmetic average of systoli cand diastolic pressures,,TRUE,,
id_0771,mean blood pressure is higher than systolic blood pressure,,FALSE,Incorrect because systolic pressure is the maximum pressure.,
id_0772,mean blood pressure is lower than diastolic blood pressure,,FALSE,Incorrect because mean pressure lies between systolic and diastolic values.,
id_0773,mean blood pressure is lower than systolic blood pressure,,TRUE,,
id_0774,mean blood pressure is higher than diastolic blood pressure,,TRUE,,
id_0775,"1 kPa is approx. 7.5 torr (mm Hg), and this equals to approx. 10 cmH 2O",,TRUE,,
id_0776,1 torr (mm Hg) is approx. 7.5 kPa (approx. 75 cmH 2O),,FALSE,"Incorrect because 1 torr ≈ 0.133 kPa, not 7.5 kPa.",
id_0777,positive blood pressure is measured (compared to the atmospheric one) in pulmonary artery and in aorta durin gdiastole due to elasticity of arteries,,TRUE,,
id_0778,using tonometer with acuff for blood pressure measurement (e.g. ona. brachialis) the pressure in the cuff must exceed both diastolic and systolic pressures,,TRUE,,
id_0779,using tonometer with acuff for blood pressure measur ement (e.g. ona. brachialis) the pressure in the cuff must exceed diastolic but not systolic pressure,,FALSE,Incorrect because cuff pressure must initially exceed systolic pressure.,
id_0780,the model of blood vessel selasticity illustrates blood flow during diastole (when no pressure gradient is produced by heart),,TRUE,,
id_0781,the model of blood vess els elasticity illustrates immediate stop of blood flow during diastole (when no pressure gradient is produced by heart) in elastic pipes (such as arteries),,FALSE,Incorrect because elasticity maintains flow during diastole.,
id_0782,the model of blood vessels elasticity shows lower flow rate within elastic pipes compared to rigid (glass) pipes,,FALSE,Incorrect because elastic recoil maintains or improves effective flow continuity.,
id_0783,the model of blood vessels elasticity shows higher flow rate within elastic pipes compared to rigid (glass) pipes,,TRUE,,
id_0784,reduced elasticity of arteries results in increased irregularity of blood flow (increased high and low flow difference),,TRUE,,
id_0785,"the higher is blood pressure and the larger is the diameter of blood vessel, the higher is mechanical tension within the wall (and risk of damage) of this blood vessel (Laplace law)",,TRUE,,
id_0786,"the lower is blood pressure and the smaller is the diameter of blood ves sel, the lower is mechanical tension within the wall (and risk of damage) of this blood vessel (Laplace law)",,TRUE,,
id_0787,"the higher is blood pressure and the smaller is the diameter of blood vessel, the higher is mechanical tension within the wall (and risk of damage) of this blood vessel (Laplace law)",,FALSE,Incorrect because wall tension increases with vessel radius according to Laplace law.,
id_0788,"the larger is the diameter of blood vessel and the lower is blood pressure, the higher is mechanical tension within the wall (and risk of damage) of this blood vessel (Laplace law)",,FALSE,Incorrect because lower pressure reduces wall tension.,
id_0789,transduser (detecting „head gauge “) is used in indirect method of blood pressure measurement,,FALSE,Incorrect because transducers are used in direct invasive measurement.,
id_0790,transduser (detecting „head gauge“) is used in direct method of blood pressure measurement,,TRUE,,
id_0791,during auscultatory method the first hearable (detectable) sound (the first phenomenon of Korotkov) indicates the value of systolic pressure,,TRUE,,
id_0792,during auscultatory method the diastolic blood pressure is indicated by listening of the second acoustic phenomenon of Korotkov,,FALSE,Incorrect because diastolic pressure corresponds to disappearance of sounds (5th Korotkov sound).,
id_0793,during auscultatory method the value of diastolic blood pressure is indicated by moment when all sounds from circulation disappear ( the 5th phenomenon of Korotkov),,TRUE,,
id_0794,during auscultatory method the diastolic blood pressure is indicated by moment when we hear amurmur ( the 3rd phenomenon of Korotkov ),,FALSE,Incorrect because the 3rd Korotkov sound does not define diastolic pressure.,
id_0795,during auscultatory method the systolic blood pressure is indicated by moment when we hear amurmur ( the 3rd phenomenon of Korotkov ),,FALSE,Incorrect because systolic pressure corresponds to the first Korotkov sound.,
id_0796,"transduser (detecting „head gauge“) for blood pressure measurement can employ the changes of resistance, capacity, or induction (resistive -tensiometric, ca pacitive, inductive transducing)",,TRUE,,
id_0797,using palpate method we can determine mean arterial blood pressure,,FALSE,Incorrect because palpation allows estimation of systolic pressure only.,
id_0798,using palpate method we can determine diastolic arterial blood pressure,,FALSE,Incorrect because diastolic pressure cannot be determined by palpation.,
id_0799,using palpate method we can determine systolic arterial blood pressure,,TRUE,,
id_0800,for direct measurement of blood pressure the catheter has to be introduced into the vessel,,TRUE,,
id_0801,the catheter is not introduced in the vessel for direct measurement of blood pressure 12) ECG,,FALSE,Incorrect because direct measurement requires intravascular catheterization.,
id_0802,action potential (membrane potential) of myocardial cell is identical with ECG curve,,FALSE,"Incorrect because ECG records summed extracellular electrical activity, not single-cell action potential.",
id_0803,electrocardiogra mis arecord of mechanical changes during the heart cycle,,FALSE,"Incorrect because ECG records electrical, not mechanical, activity.",
id_0804,electrocardiogra mshows (gives) arecord of electrical changes during the heart cycle,,TRUE,,
id_0805,all duration of myocardial action potential is typically over 200 ms,,TRUE,,
id_0806,all duration of myocardial action potential is typically below 200 ms,,FALSE,Incorrect because ventricular action potential lasts about 200–300 ms.,
id_0807,"during the phase of depolarization , myocard behaves as electrical dipole",,TRUE,,
id_0808,during the phase of repolarization myocardial muscle fibers do not behave as electrical dipoles,,FALSE,Incorrect because repolarization also creates electrical dipole activity.,
id_0809,electrical po tentials from the body surface are recorded by pin (needle) electrodes,,FALSE,"Incorrect because ECG typically uses surface electrodes, not needle electrodes.",
id_0810,"using bipolar leads (e.g. CR, CL, CF) potential difference sbetween two places on the body surface are measured",,TRUE,,
id_0811,bipolar leads detect potential difference sbetween two inert ( indiffe rent zero) electrodes,,FALSE,Incorrect because bipolar leads measure between two active electrodes.,
id_0812,monophasic potential is obtained by bipolar electrodes,,FALSE,Incorrect because monophasic potentials are obtained by unipolar configuration.,
id_0813,"standard bipolar limb leads are labeled asI., II., III.",,TRUE,,
id_0814,mono phasic poten tial is obtained from bi-polar electrodes,,FALSE,Incorrect because monophasic potentials are obtained with unipolar electrodes.,
id_0815,bipolar limb leadI. detects the potential difference be tween the right hand and left foot,,FALSE,Incorrect because lead Imeasures between right and left arm.,
id_0816,bipolar limb lead III. detects potential difference sbetween right and left foot,,FALSE,Incorrect because lead III measures between left arm and left foot.,
id_0817,bipolar limb lead II. detects potential differences between right hand and left foot,,TRUE,,
id_0818,"augmented unipolar limb leads are designated as VR, VL, and VF",,TRUE,,
id_0819,"the Wilson clamp representsa „star“ connection of three 5000 ohm resistors, by which the electrodes are connected to the right hand, left hand, and left foot",,TRUE,,
id_0820,"the Wilson clamp representsa „star“ connection of three 5000 ohm resistors , by which the electrodes are connected to the right hand, right foot, and left foot",,FALSE,"Incorrect because standard Wilson central terminal connects right arm, left arm, and left leg.",
id_0821,"unipolar chest leads (labeled asV 1, V2, ...) detect potential difference sby the set of electrodes placed on the chest",,TRUE,,
id_0822,bipolar leads represent potential difference sbetween active and inert (indifferent zero) electrode,,FALSE,Incorrect because that defines unipolar leads.,
id_0823,bipol ar leads are limb leads after Goldberg,,FALSE,Incorrect because Goldberger described augmented unipolar limb leads.,
id_0824,"leads aVR , aVL , aVF are bipol ar leads",,FALSE,Incorrect because augmented leads are unipolar.,
id_0825,the Wilson clamp is apart of standard bipolar limb leads,,FALSE,Incorrect because it is used in unipolar leads.,
id_0826,"the Wilson clamp is apart of limb leadsI., II., III.",,FALSE,Incorrect because bipolar leads do not use Wilson central terminal.,
id_0827,the Wilson clamp provides reference (zero) potential in unipolar leads,,TRUE,,
id_0828,QRS complex on ECG curve represents the depolarization of atria,,FALSE,Incorrect because QRS represents ventricular depolarization.,
id_0829,QRS complex on ECG curve represents the repolarization of atria,,FALSE,Incorrect because atrial repolarization is hidden within QRS.,
id_0830,QRS complex on ECG curve represent sthe depolar ization of ventricles,,TRUE,,
id_0831,QRS complex on ECG curve does not represent the repolarization of ventricles,,TRUE,,
id_0832,wave Pon ECG curve represents the repolarization of heart atria,,FALSE,Incorrect because Pwave represents atrial depolarization.,
id_0833,wave Pon ECG curve represents the depolarization of heart atria,,TRUE,,
id_0834,depolarization of both heart ventricles is manifested on ECG curve as the QRS complex,,TRUE,,
id_0835,repolarization of ventricles on the ECG curve represents PQ interval,,FALSE,Incorrect because ventricular repolarization is represented by Twave.,
id_0836,wave Ton ECG curve represents the repolarization of heart conductive system,,FALSE,Incorrect because Twave represents ventricular repolarization.,
id_0837,isoelectric line represents the leve lof constant (zero) potential difference in ECG records,,TRUE,,
id_0838,normal duration of PQ segment is above 0.22 s,,FALSE,Incorrect because normal PQ interval is 0.12–0.20 s.,
id_0839,time duration of PQ segment is approx. one half of the duration of PQ interval,,TRUE,,
id_0840,normal duration of QRS complex is 0.08 ms,,FALSE,Incorrect because normal QRS duration is about 0.08 s (80 ms).,
id_0841,normal duration of QRS complex is about 0.08 s,,TRUE,,
id_0842,normal duration of ST segment is above 0.22 s,,FALSE,Incorrect because ST segment is typically shorter.,
id_0843,"interval QT is one of the most variable characteristics of ECG curve, it shortens at higher heart rate",,TRUE,,
id_0844,the duration of Pwave on the ECG curve is typically longer than the duration of waveT,,FALSE,Incorrect because Twave duration is usually longer than Pwave.,
id_0845,QRS complex on the ECG curve consists of oscillations Qand Sand the isoelectric segmentR,,FALSE,"Incorrect because Ris apositive deflection, not isoelectric.",
id_0846,on the ECG curve the Pand Tdeflections from isolelectric line are denoted as waves,,TRUE,,
id_0847,segments PQ and ST represent the potential level of isoelectr ic line,,TRUE,,
id_0848,intervals PQ and ST represent the potential level of isoelectric line,,FALSE,Incorrect because intervals include waves in addition to segments.,
id_0849,during ECG recording the examined person is usually grounded,,TRUE,,
id_0850,during ECG recording conductive gels or pastes are used in order to reduce transitional resistances between ele ctrodes and skin,,TRUE,,
id_0851,„pressure“ (connection) force of electrodes affects quality of ECG recording,,TRUE,,
id_0852,"in order to determine the electrical axis of the heart , amplitudes of QRS deflections from standard limb leads are used",,TRUE,,
id_0853,heart rate can be determine dfrom the time difference ofR-Rintervals (the period of ECG cycle),,TRUE,,
id_0854,one can determine heart rate from the time differenceS-T,,FALSE,"Incorrect because heart rate is determined from theR–Rinterval (orP–P), not from theS–Ttime difference.",
id_0855,"magnitudes ofQ, R, Soscillations are measured from the isoelectric line",,TRUE,,
id_0856,electrical axis of the heart is determined from at leas ttwo bipolar leads of ECG,,TRUE,,
id_0857,during construction of the electrical axis of the heart the values of QRS complexes are put at vertexes (tips) of equilateral triangle,,FALSE,"Incorrect because QRS deflections are placed along the triangle sides (lead axes), not at the vertexes.",
id_0858,"the mean vector of QRS complex ( the vector from one particular lead) is the sum of absol ute values of theQ, R, and Soscillations",,FALSE,"Incorrect because the net QRS for alead is an algebraic (signed) sum of deflections relative to the isoelectric line, not asum of absolute values.",
id_0859,electrical axis of the heart represents the vector usually oriented downward to the left,,TRUE,,
id_0860,electrical axis of the heart represents the vector from the centre of Einthoven triangle to the intersection of perpen diculars from individual QRS vectors at each triangle side (from individual leads),,TRUE,,
id_0861,electrical axis of the heart represents the vector from the centre of Einthoven triangle to the intersection of parallels from individual QRS vectors at each triangle si de (from individual leads),,FALSE,"Incorrect because the resultant electrical axis is obtained by vector addition/projection, not by constructing an intersection of parallels.",
id_0862,physiological (normal) direction of electrical axis of the heart in frontal plane is clockwise from horizontal to the left +30 to +120 ˚,,FALSE,"Incorrect because the normal frontal QRS axis is roughly between about -30° and +110° (commonly quoted), not +30° to +120°.",
id_0863,electrical axis of the heart always points (is oriented) in frontal plane clockwise fro mhorizontal to the left -30 to +110 ˚,,FALSE,Incorrect because the electrical axis can deviate outside the normal range in pathology (axis deviation).,
id_0864,electrical axis of the heart can be constructed from ENG (electroneurogram) recordings,,FALSE,"Incorrect because ENG records peripheral nerve activity, not the heart’selectrical vectors.",
id_0865,electrical axis of the heart is not identical with its anatomical axis,,TRUE,,
id_0866,electrical axis of the heart is identical with its ana tomical axis,,FALSE,"Incorrect because electrical axis reflects the mean depolarization vector, not the geometric/anatomical orientation of the heart.",
id_0867,mechanical acti on of the heart initiates its electrical acti vity,,FALSE,Incorrect because electrical excitation precedes and triggers mechanical contraction.,
id_0868,mechanical acti on of the heart is initiated by electrical acti vity in the heart,,TRUE,,
id_0869,ECG analysis allows assessment of heart electrical activity and heart function,,TRUE,,
id_0870,ECG does not allow evaluation of heart rate and regularity of heart rhythm,,FALSE,Incorrect because ECG directly allows measurement of heart rate and rhythm regularity.,
id_0871,electrical activity (action potential) of healthy heart comes from Sinoatrial node,,TRUE,,
id_0872,electrical activity (action potential) of healthy heart comes from Atrioventricular node,,FALSE,Incorrect because the primary pacemaker in healthy heart is the sinoatrial node.,
id_0873,pathological deviation of heart electrical axis to the left can be caused by hypertrophy of the left ventricle 13) Perception,,,TRUE,
id_0874,sensory receptors have the lowest threshold selectively to one kind of stimulus,,TRUE,,
id_0875,sensory receptors are usually sensitive to several kinds of stimulus,,FALSE,Incorrect because sensory receptors are typically most sensitive to one adequate stimulus modality (specificity).,
id_0876,sensory receptors are usually not sensitive to several kinds of stimulus,,TRUE,,
id_0877,sensory receptor responds to stimulus first by Generator potential (local electrical event at the membrane),,TRUE,,
id_0878,membranes of sensory receptor primarily produce action po tentials,,FALSE,Incorrect because the primary receptor response is agraded generator (receptor) potential; action potentials occur in the afferent fiber (or after transformation).,
id_0879,primary response of the sensory cell (receptor) in not action potential,,TRUE,,
id_0880,Generator potential of receptor has acharacter of action potential,,FALSE,Incorrect because generator potential is graded and does not follow the all-or-none principle.,
id_0881,action potential of receptor has acharacter of local response – local electric event (Generator pote ntial),,FALSE,"Incorrect because action potentials are propagated all-or-none events, not local graded responses.",
id_0882,response son nerve fiber shave acharacter of action potentials ( “all or no thing “),,TRUE,,
id_0883,information that the sensory receptor has been stimulated is transmitted into the CNS in form of action potentials,,TRUE,,
id_0884,action potentials „count up“ by amplitude sum mation,,FALSE,"Incorrect because action potentials encode intensity mainly by frequency (rate) and recruitment, not by amplitude summation.",
id_0885,Generator potentials (local responses – local electric events) „count up“ by frequency summation,,FALSE,"Incorrect because generator potentials summate mainly in amplitude (temporal/spatial summation), not by frequency summation.",
id_0886,"Weber -Fechner and Stevens laws express the fact , that the stronger is the intensity of stimulus , the higher (more intense) is the perception",,TRUE,,
id_0887,"Weber -Fechner but not the Stevens law expre sses the fact , that the stronger is the intensity of stimulus, the higher (more intense) is the perception",,FALSE,Incorrect because both Weber–Fechner and Stevens laws relate stimulus intensity to perceived intensity.,
id_0888,"Stevens but not the Weber -Fechner law expre sses the fact , that the stronger is the intensity of stimulus, the higher (more intense) is the perception",,FALSE,Incorrect because both laws describe relationships between stimulus intensity and perception.,
id_0889,"the stronger (more intense) the stimulus , the higher the amplitude of Generator potential , and consequently the higher the number of action potentials",,TRUE,,
id_0890,"the lower (less intense) the stimulus , the lower the number of action potentials generated",,TRUE,,
id_0891,"the lower (less intense) the stimulus, the higher the number of action potentials generated",,FALSE,Incorrect because weaker stimuli generally produce fewer action potentials (lower firing rate/recruitment).,
id_0892,"the higher (more intense) the stimulus, the lower the number of action potentials generated",,FALSE,Incorrect because stronger stimuli generally increase firing rate and/or recruitment.,
id_0893,the Law of projection expresses that signals from individual (different) receptors are brought to the specific parts of brain cortex,,TRUE,,
id_0894,the Law of projection does not express that signals from individual (different) receptors are brought to the one (identical for all receptors) part of brain cortex,,TRUE,,
id_0895,there are chemoreceptors sensitive to different values of pH (acidity) in human body,,TRUE,,
id_0896,there are no receptors sensitive to different values of pH (acidity) in human body,,FALSE,Incorrect because chemoreceptors respond to pH/H+ (e.g. peripheral/central chemoreceptors).,
id_0897,there are receptors sensitive (responsive) to Xrays in human body,,FALSE,Incorrect because humans have no specialized sensory receptors forX-rays.,
id_0898,there are no receptors sensitive (responsive) to Xrays in human body,,TRUE,,
id_0899,there are receptors sensitive to infrared radiation in human body,,FALSE,"Incorrect because humans sense heat via thermoreceptors, not infrared radiation via dedicated photoreceptors.",
id_0900,"some thermoreceptors, mechanoreceptors, chemoreceptors, photoreceptors, or nociceptors belong to the group of extero receptors",,TRUE,,
id_0901,there are no mechanoreceptors and no nociceptors that belong to the group of exteroreceptors,,FALSE,"Incorrect because many mechanoreceptors and nociceptors are exteroceptors (skin, mucosa).",
id_0902,"some thermoreceptors, mechanoreceptors, chemoreceptors, photoreceptors, nociceptors belong to the group of interoreceptors",,FALSE,Incorrect because photoreceptors are exteroceptors; interoceptors typically include mechano/chemo/thermo/nociceptors from internal organs.,
id_0903,"some thermoreceptors, mechanoreceptors, chemoreceptors, or nociceptors belong to the group of exteroreceptors",,TRUE,,
id_0904,transduction means the change of Generator potential (local response – local electric event) to the action potential,,FALSE,Incorrect because transduction is the conversion of stimulus energy into areceptor (generator) potential.,
id_0905,transformation means the change of stimulus en ergy to the Generator potential (local response – local electric event),,TRUE,,
id_0906,transformation means the change of Generator potential (local response – local electric event ) to the action potentials,,FALSE,"Incorrect because that describes transformation (generator potential to action potentials), not stimulus energy to generator potential.",
id_0907,transduction means the change of stimulus energy to the Gene rator potential (local response – local electric event),,TRUE,,
id_0908,adaptation means that the magnitude of action potentials reduces in time,,FALSE,Incorrect because action potential amplitude does not decline with adaptation; firing frequency typically decreases.,
id_0909,adaptation is not areduction of the magnitude of action potentials in time,,TRUE,,
id_0910,baroreceptors are characterized by slow ada ptation,,TRUE,,
id_0911,nociceptors are characterized by fast (rapid) adaptation,,FALSE,Incorrect because nociceptors typically adapt slowly or not at all.,
id_0912,baroreceptors are characterized by fast (rapid) adaptation,,FALSE,Incorrect because baroreceptors are generally slowly adapting stretch receptors.,
id_0913,nociceptors are characterized by slow (possibly no ) adaptation,,TRUE,,
id_0914,nociceptors are characterized by very rapid adaptation,,FALSE,Incorrect because nociceptors generally do not show very rapid adaptation.,
id_0915,olfactory (smell) receptors are characterized by fast (rapid) adaptation,,TRUE,,
id_0916,olfactory (smell) receptors are characterized by slow adaptation,,FALSE,Incorrect because olfactory receptors adapt quickly to sustained odors.,
id_0917,fast (rapid) adaptation means that there is very low (possibly no) frequency of action potentials at the beginning of stimulation,,FALSE,Incorrect because rapidly adapting receptors fire strongly at stimulus onset then quickly decline.,
id_0918,fast (rapid) adaptation means that there is very low (possibly no) frequency of action potentials late (e.g. seconds) after the beginning of stimulation,,TRUE,,
id_0919,mechanoreceptors participate on perception of vibrations,,TRUE,,
id_0920,mechanoreceptors participate on perception of pressure stimulation,,TRUE,,
id_0921,chemoreceptors participate on perception of sound,,FALSE,"Incorrect because sound is detected by mechanoreceptors (hair cells), not chemoreceptors.",
id_0922,chemoreceptors participate on perception of tension (pulling),,FALSE,Incorrect because tension/stretch is detected by mechanoreceptors.,
id_0923,mechanoreceptors participate on perception of partial pressure,,FALSE,Incorrect because partial pressures (O₂/CO₂) are sensed by chemoreceptors.,
id_0924,mechanoreceptors participate on perception of blood pressure,,TRUE,,
id_0925,mechanoreceptors participate on perception of sound,,TRUE,,
id_0926,sound is electromagnetic waving with the speed of about 330 m/sin the air,,FALSE,"Incorrect because sound is mechanical (pressure) waves, not electromagnetic.",
id_0927,sound is mechanical waving with the speed of about 330 m/sin the air,,TRUE,,
id_0928,sound is mechanica lwaving with the speed of about 330 m/min in the air,,FALSE,"Incorrect because sound speed in air is about 330 m/s, not 330 m/min.",
id_0929,sound spreads in vacuum only as longitudinal waving,,FALSE,Incorrect because sound cannot propagate in vacuum.,
id_0930,sound spreads in vacuum only in form of radiation,,FALSE,Incorrect because sound cannot propagate in vacuum at all.,
id_0931,"sound spreads in liquids and gases as longitudinal waving, in solid salso as transverse waving",,TRUE,,
id_0932,pitch of the tone is determined by the sound intensity,,FALSE,"Incorrect because pitch is determined by frequency, not intensity.",
id_0933,pitch of the tone is determined by its frequency,,TRUE,,
id_0934,pitch of the tone is determined by pain threshold,,FALSE,"Incorrect because pain threshold relates to loudness/intensity tolerance, not pitch.",
id_0935,12 kHz of mechanic al oscillations can produce hearable sound (we can hear it),,TRUE,,
id_0936,12 Hz of mech anical oscillations can produce hearable sound (we can hear it),,FALSE,"Incorrect because typical human hearing starts around ~20 Hz, so 12 Hz is below audible range.",
id_0937,the speed of sound in liquids is higher than the speed of sound in the air,,TRUE,,
id_0938,loudness relates to the sound intensity,,TRUE,,
id_0939,loudness is not relate dto the sound intensity level,,FALSE,Incorrect because loudness correlates with intensity (though perception is non-linear).,
id_0940,loudness is not related to the „colour“ of sound (musical colour),,TRUE,,
id_0941,the lovest sensitivity of human ear is within the range 1 – 3 kHz,,FALSE,"Incorrect because the ear is most sensitive around 1–3 kHz, not least sensitive.",
id_0942,the highest sensitivity of human ear is within the range 1 – 3 kHz,,TRUE,,
id_0943,the sensitivity of human ear is equal within all frequency range,,FALSE,Incorrect because hearing sensitivity varies strongly with frequency.,
id_0944,the sensitivity of human ear is not equal within all frequency range,,TRUE,,
id_0945,hearing threshold represents the level of the sound with the intensity of 1 dB,,FALSE,"Incorrect because hearing threshold is conventionally around 0 dB SPL, not 1 dB.",
id_0946,hearing threshold represents the level of the sound with the intensity of 1 0 dB,,FALSE,"Incorrect because hearing threshold is around 0 dB SPL, not 10 dB.",
id_0947,hearing threshold is the lowest frequency of sound that human ear can hear,,FALSE,"Incorrect because hearing threshold refers to lowest detectable intensity at agiven frequency, not the lowest frequency.",
id_0948,hearing threshold is the lowest intensity of sound that human ear can hear,,TRUE,,
id_0949,hearing threshold is not the lowest frequency of sound that human ear can hear,,TRUE,,
id_0950,pain threshold is the highest frequency of sound that human ear can hear,,FALSE,"Pain threshold refers to the sound intensity at which sound becomes painful, not to frequency.",
id_0951,pain threshold is the lowest frequency of sound that human ear can hear,,FALSE,"Pain threshold is related to intensity (sound pressure level), not to frequency.",
id_0952,upper limit for hearing is identical with the pain threshold at the sound frequency of 1 kHz,,FALSE,"Upper limit of hearing refers to maximum audible frequency (~20 kHz), whereas pain threshold refers to high sound intensity (~120–130 dB).",
id_0953,upper limit for hearing is the highest frequency of sound that human ear can hear,,TRUE,,
id_0954,upper limit for hearing is the lowest frequency of sound that human ear can hear,,FALSE,"Upper limit refers to highest audible frequency, not the lowest.",
